merchant_id,onboarding_month,month,merchant_industry,merchant_governorate,subscription_plan,acquisition_channel,customer_acquisition_cost,mrr,new_mrr,expansion_mrr,churned_mrr,active_status,total_payment_volume,transaction_count
MX-0321,2024-02-01,2024-02-01,Retail, Amman ,Basic,Bank Partner,37.69,38.48,38.48,0.0,0.0,True,5739.43,684.0
MX-0483,2024-02-01,2024-12-01,Retail,Amman,Basic,Sales Agent,96.64,21.17,0.0,0.0,0.0,True,6822.71,549.0
MX-0369,2024-02-01,2024-08-01,F&B,Jerash,Basic,Bank Partner,23.58,25.59,0.0,0.0,0.0,True,12428.08,
MX-0186,2024-02-01,2024-10-01,Retail,Zarqa,Enterprise,Online,57.53,241.51,0.0,0.0,0.0,True,8259.4,653.0
MX-0420,2024-02-01,2024-03-01,Hospitality,Amman,Enterprise,Bank Partner,24.7,0.0,0.0,0.0,474.69,False,0.0,0.0
MX-0060,2024-02-01,2024-03-01,F&B,Irbid,Pro,Online,41.82,61.82,0.0,0.0,0.0,True,9848.42,765.0
MX-0002,2024-02-01,2024-05-01,Pharmacy,Zarqa,Basic,Sales Agent,54.82,106.76,0.0,79.84,0.0,True,513.73,235.0
MX-0391,2024-02-01,2024-04-01,Pharmacy,Irbid,Basic,Bank Partner,24.36,32.07,0.0,0.0,0.0,True,1241.94,156.0
MX-0406,2024-02-01,2024-02-01,Hospitality,Ajloun,Basic,Bank Partner,3014.0,0.0,24.59,0.0,24.59,False,0.0,0.0
MX-0271,2024-02-01,2024-06-01,Hospitality,Amman,Pro,Sales Agent,46.25,119.44,0.0,0.0,0.0,True,2125.3,277.0
MX-0368,2024-02-01,2024-02-01,Pharmacy,Amman,Enterprise,Bank Partner,28.97,508.29,508.29,0.0,0.0,True,466.75,198.0
MX-0400,2024-02-01,2024-07-01,Hospitality,Amman,Pro,Sales Agent,78.21,180.11,0.0,63.39,0.0,True,304.72,59.0
MX-0486,2024-02-01,2025-01-01,Pharmacy,Zarqa,Basic,Bank Partner,39.52,23.42,0.0,0.0,0.0,True,1545.08,251.0
MX-0352,2024-02-01,2024-02-01,Hospitality,Aqaba,Pro,Online,56.53,82.38,82.38,0.0,0.0,True,3129.89,258.0
MX-0078,2024-02-01,2024-02-01,F&B,Mafraq,Pro,Sales Agent,67.07,95.38,95.38,0.0,0.0,True,9039.14,959.0
MX-0441,2024-02-01,2024-09-01,F&B,Amman,Enterprise,Bank Partner,28.84,256.01,0.0,0.0,0.0,True,14273.93,957.0
MX-0343,2024-02-01,2024-02-01,F&B,Amman,Pro,Bank Partner,17.0,,104.62,0.0,0.0,True,12501.8,994.0
MX-0118,2024-02-01,2024-02-01,F&B,Amman,Pro,Sales Agent,76.92,74.85,74.85,0.0,0.0,True,6764.26,792.0
MX-0444,2024-02-01,2024-02-01,F&B,Madaba,Basic,Sales Agent,90.02,30.2,30.2,0.0,0.0,True,9886.16,665.0
MX-0010,2024-02-01,2024-02-01,Retail,Irbid,Basic,Sales Agent,69.25,21.87,21.87,0.0,0.0,True,5758.41,722.0
MX-0428,2024-02-01,2024-09-01,Hospitality,Zarqa,Enterprise,Sales Agent,97.36,321.72,0.0,0.0,0.0,True,5202.3,422.0
MX-0392,2024-02-01,2024-07-01,Retail,Jerash,Basic,Bank Partner,19.17,0.0,0.0,0.0,96.51,False,0.0,0.0
MX-0423,2024-02-01,2024-03-01,F&B,Ajloun,Basic,Sales Agent,85.37,17.67,0.0,0.0,0.0,True,3368.21,909.0
MX-0467,2024-02-01,2024-10-01,F&B,Irbid,Enterprise,Bank Partner,24.88,332.71,0.0,0.0,0.0,True,11152.74,1153.0
MX-0078,2024-02-01,2024-03-01,F&B,Mafraq,Pro,Sales Agent,67.07,95.38,0.0,0.0,0.0,True,8393.92,893.0
MX-0236,2024-02-01,2024-07-01,Retail,Ajloun,Basic,Online,43.73,24.87,0.0,0.0,0.0,True,6849.53,871.0
MX-0090,2024-02-01,2024-12-01,Retail,Amman,Basic,Sales Agent,62.83,27.9,0.0,0.0,0.0,True,8027.5,716.0
MX-0340,2024-02-01,2024-07-01,F&B,Irbid,Basic,Bank Partner,25.47,,0.0,0.0,0.0,True,7636.02,960.0
MX-0461,2024-02-01,2024-03-01,F&B,Amman,Basic,Bank Partner,39.85,28.71,0.0,0.0,0.0,True,8531.96,1155.0
MX-0175,2024-02-01,2024-06-01,Retail,Amman,Pro,Sales Agent,53.63,114.02,0.0,0.0,0.0,True,2927.66,511.0
MX-0413,2024-02-01,2024-08-01,Pharmacy,Irbid,Basic,Online,39.42,81.23,0.0,0.0,0.0,True,6821.48,540.0
MX-0178,2024-02-01,2024-09-01,F&B,Amman,Basic,Bank Partner,31.07,65.23,0.0,0.0,0.0,True,4954.03,915.0
MX-0299,2024-02-01,2024-10-01,Retail,Irbid,Pro,Bank Partner,17.7,50.18,0.0,0.0,0.0,True,1730.81,560.0
MX-0271,2024-02-01,2024-05-01,Hospitality,Amman,Pro,Sales Agent,46.25,119.44,0.0,0.0,0.0,True,981.02,201.0
MX-0103,2024-02-01,2024-12-01,F&B,Amman,Pro,Bank Partner,18.95,131.17,0.0,0.0,0.0,True,4043.19,970.0
MX-0129,2024-02-01,2024-02-01,F&B,Amman,Basic,Bank Partner,37.05,15.7,15.7,0.0,0.0,True,9932.43,874.0
MX-0047,2024-02-01,2024-05-01,F&B,Amman,Basic,Online,22.71,0.0,0.0,0.0,30.78,False,0.0,0.0
MX-0358,2024-02-01,2024-05-01,Retail,Zarqa,Basic,Sales Agent,43.99,32.54,0.0,0.0,0.0,True,5056.12,703.0
MX-0173,2024-02-01,2024-05-01,Retail,Amman,Pro,Online,27.0,65.41,0.0,0.0,0.0,True,3454.18,793.0
MX-0432,2024-02-01,2024-05-01,Hospitality,Madaba,Basic,Sales Agent,89.6,62.45,0.0,45.17,0.0,True,2499.43,253.0
MX-0005,2024-02-01,2024-06-01,F&B,Irbid,Pro,Bank Partner,21.8,69.33,0.0,0.0,0.0,True,12131.35,1088.0
MX-0274,2024-02-01,2024-03-01,Pharmacy,Amman,Basic,Online,46.09,36.18,0.0,0.0,0.0,True,716.98,
MX-0242,2024-02-01,2024-05-01,Pharmacy,Amman,Pro,Sales Agent,42.08,0.0,0.0,0.0,105.55,False,0.0,0.0
MX-0362,2024-02-01,2024-02-01,Retail,Amman,Basic,Sales Agent,65.32,33.67,33.67,0.0,0.0,True,2460.18,798.0
MX-0071,2024-02-01,2024-05-01,Hospitality,Zarqa,Basic,Sales Agent,85.41,85.21,0.0,0.0,0.0,True,471.05,187.0
MX-0066,2024-02-01,2024-07-01,Retail, Amman ,Pro,Bank Partner,34.66,83.87,0.0,0.0,0.0,True,6022.12,516.0
MX-0042,2024-02-01,2024-10-01,Retail,Irbid,Pro,Bank Partner,29.03,0.0,0.0,0.0,118.48,False,0.0,0.0
MX-0325,2024-02-01,2024-09-01,Pharmacy,Zarqa,Enterprise,Sales Agent,89.43,327.54,0.0,0.0,0.0,True,5770.93,470.0
MX-0489,2024-02-01,2024-02-01,Pharmacy,Amman,Basic,Bank Partner,29.72,33.79,33.79,0.0,0.0,True,3210.81,268.0
MX-0392,2024-02-01,2024-02-01,Retail,Jerash,Basic,Bank Partner,19.17,36.7,36.7,0.0,0.0,True,3348.5,603.0
MX-0313,2024-02-01,2024-07-01,F&B,Amman,Basic,Bank Partner,27.34,0.0,0.0,0.0,25.42,False,0.0,0.0
MX-0131,2024-02-01,2024-12-01,Retail,Irbid,Pro,Sales Agent,49.73,150.88,0.0,0.0,0.0,True,2844.27,674.0
MX-0455,2024-02-01,2024-06-01,F&B,Amman,Basic,Online,43.22,38.36,0.0,0.0,0.0,True,14305.49,1043.0
MX-0197,2024-02-01,2024-02-01,Retail,Amman,Enterprise,Bank Partner,26.51,284.51,284.51,0.0,0.0,True,8470.09,937.0
MX-0264,2024-02-01,2024/03/01,Retail,Aqaba,Basic,Sales Agent,66.6,0.0,0.0,0.0,0.0,True,9459.44,679.0
MX-0147,2024-02-01,2024-03-01,Retail,Zarqa,Pro,Bank Partner,26.48,97.47,0.0,0.0,0.0,True,1422.47,539.0
MX-0232,2024-02-01,2024-06-01,Retail,Madaba,Basic,Sales Agent,42.89,25.23,0.0,0.0,0.0,True,5035.09,561.0
MX-0316,2024-02-01,2025-01-01,Retail,Zarqa,Pro,Online,25.26,78.67,0.0,0.0,0.0,True,8372.66,618.0
MX-0436,2024-02-01,2024-08-01,Retail,Amman,Basic,Online,35.58,27.6,0.0,0.0,0.0,True,7332.15,588.0
MX-0113,2024-02-01,2024-05-01,Pharmacy,Irbid,Basic,Sales Agent,51.05,92.23,0.0,0.0,0.0,True,698.45,198.0
MX-0061,2024-02-01,2024-12-01,F&B,Irbid,Pro,Bank Partner,16.56,173.73,0.0,0.0,0.0,True,177559.0,721.0
MX-0023,2024-02-01,2024-07-01,F&B,Karak,Enterprise,Bank Partner,38.42,207.65,0.0,0.0,0.0,True,5270.91,620.0
MX-0051,2024-02-01,2025-01-01,Pharmacy,Zarqa,Pro,Online,38.33,103.66,0.0,0.0,0.0,True,7454.19,559.0
MX-0291,2024-02-01,2024-05-01,F&B,Amman,Basic,Bank Partner,30.27,15.79,0.0,0.0,0.0,True,10960.6,793.0
MX-0485,2024-02-01,2024-05-01,Retail,Irbid,Basic,Bank Partner,26.57,93.42,0.0,0.0,0.0,True,9593.18,792.0
MX-0448,2024-02-01,2024-06-01,Hospitality,Mafraq,Pro,Bank Partner,19.87,175.81,0.0,0.0,0.0,True,5381.84,428.0
MX-0066,2024-02-01,2024-09-01,Retail,Zarqa,Pro,Bank Partner,34.66,83.87,0.0,0.0,0.0,True,6027.32,
MX-0287,2024-02-01,2024-03-01,Retail,Zarqa,Basic,Sales Agent,98.29,39.8,0.0,0.0,0.0,True,5253.16,763.0
MX-0037,2024-02-01,2024-07-01,F&B,Jerash,Basic,Bank Partner,17.85,77.25,0.0,38.21,0.0,True,14430.36,1019.0
MX-0157,2024-02-01,2024-06-01,Retail,Amman,Basic,Sales Agent,48.52,,0.0,0.0,0.0,True,4640.7,543.0
MX-0255,2024-02-01,2024-12-01,F&B,Amman,Pro,Online,55.16,76.03,0.0,0.0,0.0,True,7127.57,746.0
MX-0330,2024-02-01,2024-05-01,F&B,Amman,Basic,Bank Partner,16.28,15.9,0.0,0.0,0.0,True,4557.4,893.0
MX-0355,2024-02-01,2024-05-01,F&B,Zaqra,Basic,Online,48.96,35.15,0.0,0.0,0.0,True,9042.62,911.0
MX-0460,2024-02-01,2024-06-01,F&B,Aqaba,Pro,Sales Agent,50JOD,147.76,0.0,0.0,0.0,True,2678.85,797.0
MX-0263,2024-02-01,2024/11/01,F&B,Amman,Basic,Bank Partner,37.31,0.0,0.0,0.0,53.89,False,0.0,0.0
MX-0379,2024-02-01,2024-02-01,Hospitality,Amman,Basic,Bank Partner,26.16,31.99,31.99,0.0,0.0,True,2031.85,299.0
MX-0460,2024-02-01,2024-08-01,F&B,Aqaba,Pro,Sales Agent,64.11,147.76,0.0,0.0,0.0,True,1565.34,690.0
MX-0330,2024-02-01,2024-04-01,F&B,Amman,Basic,Bank Partner,16.28,15.9,0.0,0.0,0.0,True,12554.36,951.0
MX-0477,2024-02-01,2024-02-01,F&B,Zarqa,Pro,Bank Partner,18.27,93.18,93.18,0.0,0.0,True,10083.79,899.0
MX-0248,2024-02-01,2024-05-01,Pharmacy,Zarqa,Basic,Bank Partner,35.78,22.51,0.0,0.0,0.0,True,5016.05,482.0
MX-0398,2024-02-01,2024-02-01,Retail,Ajloun,Basic,Bank Partner,15.64,29.32,29.32,0.0,0.0,True,1538.8,748.0
MX-0045,2024-02-01,2024-06-01,F&B,Irbid,Pro,Online,54.41,70.26,0.0,0.0,0.0,True,2729.63,818.0
MX-0250,2024-02-01,2024-07-01,Hospitality,Irbid,Pro,Bank Partner,17.87,128.08,0.0,0.0,0.0,True,1140.43,311.0
MX-0494,2024-02-01,2024-06-01,F&B,Zarqa,Basic,Bank Partner,24.66,0.0,0.0,0.0,27.74,False,0.0,0.0
MX-0130,2024-02-01,2024-04-01,Retail,Amman,Basic,Sales Agent,65.65,0.0,0.0,0.0,27.96,False,0.0,0.0
MX-0346,2024-02-01,2024-09-01,Retail,Amman,Basic,Bank Partner,31.71,36.47,0.0,0.0,0.0,True,7416.06,772.0
MX-0157,2024-02-01,2025-01-01,Retail,Amman,Basic,Sales Agent,48.52,82.97,0.0,0.0,0.0,True,10266.33,912.0
MX-0324,2024-02-01,2024-05-01,F&B,Amman,Basic,Sales Agent,58.56,34.91,0.0,0.0,0.0,True,11694.5,817.0
MX-0020,2024-02-01,2024-04-01,F&B, Amman ,Basic,Online,46.55,29.57,0.0,0.0,0.0,True,2874.11,897.0
MX-0429,2024-02-01,2024-04-01,F&B,Irbid,Pro,Sales Agent,58.84,102.71,0.0,0.0,0.0,True,7623.69,1062.0
MX-0058,2024-02-01,2024-11-01,F&B,Amman,Basic,Bank Partner,25.29,41.17,0.0,0.0,0.0,True,6290.08,735.0
MX-0025,2024-02-01,2024-05-01,Retail,Madaba,Enterprise,Sales Agent,65.13,521.2,0.0,0.0,0.0,True,7019.55,737.0
MX-0230,2024-02-01,2024-04-01,Retail,Amman,Basic,Sales Agent,58.0,27.87,0.0,6.98,0.0,True,6265.11,823.0
MX-0179,2024-02-01,2024-12-01,Pharmacy,Karak,Pro,Bank Partner,50JOD,213.59,0.0,0.0,0.0,True,1831.22,255.0
MX-0373,2024-02-01,2024/06/01,F&B,Irbid,Pro,Sales Agent,81.55,171.75,0.0,0.0,0.0,True,6000.79,719.0
MX-0251,2024-02-01,2024-12-01,F&B, Amman ,Pro,Sales Agent,45.63,80.89,0.0,0.0,0.0,True,5150.79,868.0
MX-0186,2024-02-01,2024-05-01,Retail,Zarqa,Enterprise,Online,57.53,241.51,0.0,0.0,0.0,True,5335.55,475.0
MX-0025,2024-02-01,2024-02-01,Retail,Madaba,Enterprise,Sales Agent,65.13,521.2,521.2,0.0,0.0,True,7539.55,749.0
MX-0103,2024-02-01,2024-03-01,F&B,Amman,Pro,Bank Partner,18.95,131.17,0.0,76.09,0.0,True,5611.33,879.0
MX-0307,2024-02-01,2024-12-01,Retail,Balqa,Pro,Sales Agent,45.23,113.41,0.0,29.73,0.0,True,2863.63,621.0
MX-0422,2024-02-01,2024-03-01,Hospitality,Zarqa,Basic,Bank Partner,15.58,28.05,0.0,0.0,0.0,True,230.2,
MX-0100,2024-02-01,2024-05-01,F&B,Amman,Basic,Online,35.84,18.18,0.0,0.0,0.0,True,7939.5,976.0
MX-0067,2024-02-01,2024-06-01,F&B,Amman,Basic,Sales Agent,52.08,,0.0,0.0,0.0,True,10802.81,965.0
MX-0463,2024-02-01,2024-02-01,Retail,Amman,Basic,Online,44.94,24.1,24.1,0.0,0.0,True,5519.6,783.0
MX-0105,2024-02-01,2024-10-01,Pharmacy,Amman,Enterprise,Bank Partner,34.83,562.52,0.0,0.0,0.0,True,4049.04,387.0
MX-0073,2024-02-01,2024-02-01,F&B,Amman,Basic,Sales Agent,52.29,38.45,38.45,0.0,0.0,True,6002.33,950.0
MX-0253,2024-02-01,2024-03-01,Hospitality,Irbid,Basic,Bank Partner,31.73,29.08,0.0,0.0,0.0,True,1879.81,158.0
MX-0022,2024-02-01,2024-05-01,F&B,Amman,Basic,Online,42.41,19.64,0.0,0.0,0.0,True,5743.29,957.0
MX-0259,2024-02-01,2024-07-01,Retail,Ajloun,Basic,Bank Partner,22.92,20.39,0.0,0.0,0.0,True,6332.43,696.0
MX-0476,2024-02-01,2024-05-01,Pharmacy,Zaqra,Pro,Online,54.8,0.0,0.0,0.0,74.81,False,0.0,0.0
MX-0224,2024-02-01,2024-04-01,F&B,Aqaba,Enterprise,Bank Partner,21.05,475.69,0.0,0.0,0.0,True,14231.38,1051.0
MX-0334,2024-02-01,2024-02-01,F&B, Amman ,Enterprise,Sales Agent,81.2,338.96,338.96,0.0,0.0,True,9164.73,944.0
MX-0108,2024-02-01,2024-04-01,Hospitality,Amman,Pro,Online,56.25,76.99,0.0,0.0,0.0,True,3479.36,243.0
MX-0269,2024-02-01,2024-02-01,F&B,Amman,Pro,Bank Partner,20.94,0.0,51.55,0.0,51.55,False,0.0,0.0
MX-0063,2024-02-01,2024-07-01,Hospitality,Amman,Pro,Sales Agent,88.38,116.88,0.0,0.0,0.0,True,3137.85,254.0
MX-0411,2024-02-01,2024-07-01,F&B,Zarqa,Basic,Bank Partner,50JOD,25.68,0.0,0.0,0.0,True,8849.36,1148.0
MX-0154,2024-02-01,2024-06-01,Retail,Aqaba,Pro,Bank Partner,35.65,80.34,0.0,0.0,0.0,True,4037.39,549.0
MX-0170,2024-02-01,2024-11-01,Retail,Amman,Basic,Online,33.0,36.31,0.0,0.0,0.0,True,2291.61,724.0
MX-0263,2024-02-01,2024-09-01,F&B,Amman,Basic,Bank Partner,37.31,53.89,0.0,0.0,0.0,True,9909.64,941.0
MX-0071,2024-02-01,2024-06-01,Hospitality,Zarqa,Basic,Sales Agent,50JOD,85.21,0.0,0.0,0.0,True,565.31,60.0
MX-0371,2024-02-01,2024-03-01,F&B,Amman,Enterprise,Online,46.09,597.6,0.0,0.0,0.0,True,5180.56,961.0
MX-0464,2024-02-01,2024-12-01,Retail,Amman,Pro,Bank Partner,29.23,167.1,0.0,0.0,0.0,True,2010.54,539.0
MX-0378,2024-02-01,2024-03-01,F&B,Irbid,Basic,Sales Agent,87.34,36.56,0.0,0.0,0.0,True,5709.69,944.0
MX-0241,2024-02-01,2025-01-01,Pharmacy,Zarqa,Pro,Online,51.78,115.96,0.0,0.0,0.0,True,202.72,20.0
MX-0087,2024-02-01,2024-08-01,Retail,Amman,Pro,Sales Agent,-20,111.65,0.0,0.0,0.0,True,7383.77,561.0
MX-0073,2024-02-01,2024-08-01,F&B,Amman,Basic,Sales Agent,52.29,,0.0,0.0,0.0,True,5316.09,1070.0
MX-0284,2024-02-01,2024-08-01,F&B,Amman,Basic,Sales Agent,42.74,32.07,0.0,0.0,0.0,True,9679.77,894.0
MX-0253,2024-02-01,2024-10-01,Hospitality,Irbid,Basic,Bank Partner,31.73,0.0,0.0,0.0,77.27,False,0.0,0.0
MX-0243,2024-02-01,2024-11-01,Pharmacy,Aqaba,Pro,Sales Agent,74.97,170.33,0.0,0.0,0.0,True,3221.5,436.0
MX-0129,2024-02-01,2024-08-01,F&B,Amman,Basic,Bank Partner,37.05,15.7,0.0,0.0,0.0,True,14662.38,1105.0
MX-0416,2024-02-01,2024-10-01,Retail,Amman,Enterprise,Sales Agent,97.84,463.7,0.0,0.0,0.0,True,1718.38,757.0
MX-0007,2024-02-01,2024-03-01,F&B,Mafraq,Pro,Sales Agent,66.98,82.49,0.0,0.0,0.0,True,864520.0000000001,985.0
MX-0266,2024-02-01,2024-02-01,Retail,Zarqa,Basic,Bank Partner,30.78,20.5,20.5,0.0,0.0,True,3768.42,779.0
MX-0107,2024-02-01,2024-12-01,Retail,Amman,Basic,Bank Partner,36.43,50.14,0.0,0.0,0.0,True,2065.47,788.0
MX-0453,2024-02-01,2024-07-01,Retail,Amman,Pro,Sales Agent,73.46,87.74,0.0,0.0,0.0,True,9844.67,861.0
MX-0088,2024-02-01,2024-11-01,Retail,Amman,Basic,Bank Partner,31.42,29.49,0.0,0.0,0.0,True,4251.01,718.0
MX-0172,2024-02-01,2024-02-01,F&B,Ajloun,Enterprise,Online,22.79,256.64,256.64,0.0,0.0,True,7787.7,1118.0
MX-0296,2024-02-01,2024-02-01,Retail,Ajloun,Basic,Bank Partner,15.19,21.26,21.26,0.0,0.0,True,4642.32,696.0
MX-0188,2024-02-01,2024-04-01,Retail,Amman,Basic,Sales Agent,-20,18.3,0.0,0.0,0.0,True,5083.71,627.0
MX-0287,2024-02-01,2024-04-01,Retail,Zarqa,Basic,Sales Agent,98.29,39.8,0.0,0.0,0.0,True,8242.46,571.0
MX-0302,2024-02-01,2024-08-01,Retail,Amman,Enterprise,Sales Agent,74.32,402.58,0.0,0.0,0.0,True,3352.84,556.0
MX-0171,2024-02-01,2024-03-01,Retail,Amman,Pro,Bank Partner,32.16,84.93,0.0,0.0,0.0,True,4906.21,707.0
MX-0267,2024-02-01,2025-01-01,Retail,Aqaba,Basic,Sales Agent,75.5,32.39,0.0,0.0,0.0,True,4988.32,934.0
MX-0099,2024-02-01,2025-01-01,F&B,Amman,Pro,Bank Partner,34.95,0.0,0.0,0.0,0.0,True,7617.72,784.0
MX-0158,2024-02-01,2024-02-01,Hospitality,Amman,Pro,Bank Partner,23.7,62.49,62.49,24.72,0.0,True,1735.47,122.0
MX-0445,2024-02-01,2024-08-01,Hospitality,Amman,Pro,Sales Agent,66.43,173.96,0.0,0.0,0.0,True,2400.34,255.0
MX-0443,2024-02-01,2024-11-01,F&B,Irbid,Pro,Sales Agent,-20,120.47,0.0,0.0,0.0,True,15708.6,1094.0
MX-0167,2024-02-01,2024-02-01,F&B,Amman,Pro,Bank Partner,30.85,105.79,105.79,0.0,0.0,True,10155.67,912.0
MX-0352,2024-02-01,2024-05-01,Hospitality,Aqaba,Pro,Online,56.53,82.38,0.0,0.0,0.0,True,1145.25,207.0
MX-0172,2024-02-01,2024-04-01,F&B,Ajloun,Enterprise,Online,22.79,256.64,0.0,0.0,0.0,True,7220.18,824.0
MX-0126,2024-02-01,2024-07-01,Retail,Amman,Pro,Sales Agent,80.08,63.07,0.0,0.0,0.0,True,1714.21,680.0
MX-0483,2024-02-01,2024-09-01,Retail,Amman,Basic,Sales Agent,96.64,21.17,0.0,0.0,0.0,True,3452.39,628.0
MX-0249,2024-02-01,2025-01-01,Pharmacy,Mafraq,Enterprise,Sales Agent,75.94,432.63,0.0,0.0,0.0,True,4904.23,412.0
MX-0454,2024-02-01,2024-05-01,Pharmacy,Mafraq,Pro,Sales Agent,60.84,104.01,0.0,0.0,0.0,True,3306.81,422.0
MX-0457,2024-02-01,2025/01/01,F&B,Zarqa,Pro,Sales Agent,66.64,100.66,0.0,0.0,0.0,True,12746.31,951.0
MX-0224,2024-02-01,2024-12-01,F&B,Aqaba,Enterprise,Bank Partner,21.05,475.69,0.0,0.0,0.0,True,11913.68,1019.0
MX-0384,2024-02-01,2024-12-01,Hospitality,Amman,Basic,Sales Agent,65.86,101.25,0.0,0.0,0.0,True,1847.24,130.0
MX-0439,2024-02-01,2024-08-01,Retail,Amman,Basic,Sales Agent,72.48,39.75,0.0,0.0,0.0,True,7939.95,555.0
MX-0146,2024-02-01,2024-02-01,F&B,amman,Pro,Sales Agent,8930.0,72.86,72.86,0.0,0.0,True,2776.05,1016.0
MX-0396,2024-02-01,2024-02-01,Pharmacy,Amman,Pro,Sales Agent,60.75,75.96,75.96,0.0,0.0,True,2783.72,363.0
MX-0429,2024-02-01,2024-06-01,F&B,Irbid,Pro,Sales Agent,58.84,0.0,0.0,0.0,0.0,True,6736.99,812.0
MX-0282,2024-02-01,2025-01-01,F&B,Zarqa,Pro,Online,34.47,109.42,0.0,0.0,0.0,True,4248.4,1075.0
MX-0327,2024-02-01,2024-05-01,Retail,amman,Basic,Bank Partner,35.53,15.87,0.0,0.0,0.0,True,2477.43,669.0
MX-0057,2024-02-01,2024-10-01,F&B,Amman,Pro,Sales Agent,67.74,0.0,0.0,0.0,111.69,False,0.0,0.0
MX-0199,2024-02-01,2024-04-01,Hospitality,Amman,Pro,Online,41.87,100.07,0.0,0.0,0.0,True,1511.19,246.0
MX-0181,2024-02-01,2024-06-01,F&B,Zaqra,Enterprise,Bank Partner,-20,0.0,0.0,0.0,594.14,False,0.0,0.0
MX-0297,2024-02-01,2024-02-01,Hospitality,Balqa,Basic,Sales Agent,53.14,0.0,32.41,0.0,32.41,False,0.0,0.0
MX-0318,2024-02-01,2024-09-01,F&B,Amman,Pro,Sales Agent,63.67,118.75,0.0,0.0,0.0,True,7320.3,907.0
MX-0448,2024-02-01,2024-07-01,Hospitality,Mafraq,Pro,Bank Partner,19.87,175.81,0.0,0.0,0.0,True,423.28,187.0
MX-0299,2024-02-01,2024-04-01,Retail,Irbid,Pro,Bank Partner,17.7,50.18,0.0,0.0,0.0,True,9963.32,705.0
MX-0162,2024-02-01,2024-02-01,Retail,Ma'an,Basic,Sales Agent,77.26,36.75,36.75,0.0,0.0,True,3348.03,916.0
MX-0102,2024-02-01,2024-08-01,Retail,Amman,Enterprise,Bank Partner,28.33,633.76,0.0,67.73,0.0,True,4267.0,1011.0
MX-0108,2024-02-01,2024-05-01,Hospitality,Amman,Pro,Online,56.25,76.99,0.0,0.0,0.0,True,6264.12,440.0
MX-0215,2024-02-01,2024-08-01,Retail,Amman,Pro,Bank Partner,33.17,107.11,0.0,0.0,0.0,True,3767.92,
MX-0116,2024-02-01,2024-02-01,Hospitality,Mafraq,Pro,Sales Agent,49.13,56.28,56.28,0.0,0.0,True,1260.11,398.0
MX-0442,2024-02-01,2024-03-01,Pharmacy,Zarqa,Basic,Bank Partner,28.54,31.02,0.0,0.0,0.0,True,4283.26,313.0
MX-0235,2024-02-01,2024-06-01,F&B,Amman,Pro,Bank Partner,31.7,0.0,0.0,0.0,0.0,True,9407.18,823.0
MX-0134,2024-02-01,2024-04-01,F&B,Zarqa,Basic,Sales Agent,71.64,19.79,0.0,0.0,0.0,True,9854.83,831.0
MX-0173,2024-02-01,2024-08-01,Retail,Amman,Pro,Online,27.0,65.41,0.0,0.0,0.0,True,2762.0,489.0
MX-0464,2024-02-01,2024-05-01,Retail,Amman,Pro,Bank Partner,29.23,117.3,0.0,0.0,0.0,True,1754.67,826.0
MX-0027,2024-02-01,2024-03-01,F&B,Amman,Pro,Bank Partner,33.27,166.55,0.0,55.01,0.0,True,14651.05,980.0
MX-0217,2024-02-01,2024-06-01,F&B,Madaba,Basic,Bank Partner,35.73,107.55,0.0,0.0,0.0,True,1487.06,739.0
MX-0008,2024-02-01,2024/02/01,Hospitality,Madaba,Pro,Sales Agent,86.6,106.78,106.78,0.0,0.0,True,2952.34,419.0
MX-0144,2024-02-01,2024-07-01,F&B, Amman ,Pro,Sales Agent,58.86,61.8,0.0,0.0,0.0,True,4640.25,753.0
MX-0222,2024-02-01,2024-02-01,Retail,Amman,Basic,Bank Partner,28.52,38.56,38.56,0.0,0.0,True,2135.8,839.0
MX-0236,2024-02-01,2024-11-01,Retail,Ajloun,Basic,Online,43.73,,0.0,0.0,0.0,True,6456.69,633.0
MX-0495,2024-02-01,2024-06-01,Retail,Amman,Pro,Sales Agent,70.68,131.18,0.0,0.0,0.0,True,4119.03,580.0
MX-0257,2024-02-01,2024-09-01,Pharmacy,Irbid,Basic,Online,40.7,17.47,0.0,0.0,0.0,True,3450.62,416.0
MX-0089,2024-02-01,2024-08-01,Hospitality,Amman,Enterprise,Bank Partner,35.55,269.64,0.0,0.0,0.0,True,1206.99,173.0
MX-0417,2024-02-01,2024-08-01,F&B,Amman,Basic,Online,35.37,30.69,0.0,0.0,0.0,True,10847.1,891.0
MX-0158,2024-02-01,2024-06-01,Hospitality,Amman,Pro,Bank Partner,23.7,62.49,0.0,0.0,0.0,True,827.26,123.0
MX-0127,2024-02-01,2024-03-01,Hospitality,Zarqa,Basic,Bank Partner,30.87,20.13,0.0,0.0,0.0,True,1333.77,375.0
MX-0212,2024-02-01,2024-05-01,Retail,Zarqa,Basic,Bank Partner,35.12,0.0,0.0,0.0,60.75,False,0.0,0.0
MX-0192,2024-02-01,2024-06-01,Hospitality,Amman,Pro,Sales Agent,94.43,155.09,0.0,0.0,0.0,True,3834.04,468.0
MX-0255,2024-02-01,2024-05-01,F&B,Amman,Pro,Online,-20,76.03,0.0,0.0,0.0,True,4385.89,
MX-0364,2024-02-01,2024-03-01,Retail,Amman,Pro,Sales Agent,69.16,114.32,0.0,0.0,0.0,True,7563.24,845.0
