merchant_id,month,merchant_industry,merchant_governorate,subscription_plan,acquisition_channel,customer_acquisition_cost,mrr,new_mrr,expansion_mrr,churned_mrr,active_status,total_payment_volume,transaction_count
M10097,2024-06-01,Retail,Amman,Basic,Bank Partner,30.86,58.46,0.0,0.0,0.0,True,1791.77,628
M10097,2024-07-01,Retail,Amman,Basic,Bank Partner,30.86,58.46,0.0,0.0,0.0,True,3693.17,548
M10097,2024-08-01,Retail,Amman,Basic,Bank Partner,30.86,58.46,0.0,0.0,0.0,True,10122.93,794
M10097,2024-09-01,Retail,Amman,Basic,Bank Partner,30.86,58.46,0.0,0.0,0.0,True,5533.4,589
M10097,2024-10-01,Retail,Amman,Basic,Bank Partner,30.86,58.46,0.0,0.0,0.0,True,11361.23,780
M10097,2024-11-01,Retail,Amman,Basic,Bank Partner,30.86,58.46,0.0,0.0,0.0,True,4691.15,762
M10097,2024-12-01,Retail,Amman,Basic,Bank Partner,30.86,58.46,0.0,0.0,0.0,True,4481.86,684
M10097,2025-01-01,Retail,Amman,Basic,Bank Partner,30.86,117.8,0.0,59.34,0.0,True,5516.82,664
M10098,2024-02-01,F&B,Amman,Pro,Bank Partner,34.95,104.45,104.45,0.0,0.0,True,7400.37,1074
M10098,2024-03-01,F&B,Amman,Pro,Bank Partner,34.95,104.45,0.0,0.0,0.0,True,7387.23,838
M10098,2024-04-01,F&B,Amman,Pro,Bank Partner,34.95,104.45,0.0,0.0,0.0,True,5809.68,1036
M10098,2024-05-01,F&B,Amman,Pro,Bank Partner,34.95,104.45,0.0,0.0,0.0,True,2671.36,1122
M10098,2024-06-01,F&B,Amman,Pro,Bank Partner,34.95,104.45,0.0,0.0,0.0,True,9240.26,1016
M10098,2024-07-01,F&B,Amman,Pro,Bank Partner,34.95,104.45,0.0,0.0,0.0,True,2132.07,794
M10098,2024-08-01,F&B,Amman,Pro,Bank Partner,34.95,163.24,0.0,58.79,0.0,True,5262.65,611
M10098,2024-09-01,F&B,Amman,Pro,Bank Partner,34.95,163.24,0.0,0.0,0.0,True,6782.88,849
M10098,2024-10-01,F&B,Amman,Pro,Bank Partner,34.95,163.24,0.0,0.0,0.0,True,8777.94,845
M10098,2024-11-01,F&B,Amman,Pro,Bank Partner,34.95,163.24,0.0,0.0,0.0,True,4507.26,811
M10098,2024-12-01,F&B,Zaqra,Pro,Bank Partner,34.95,163.24,0.0,0.0,0.0,True,9913.07,883
M10098,2025/01/01,F&B,Amman,Pro,Bank Partner,34.95,43.87,0.0,43.87,163.24,False,0.0,0
M10099,2024-02-01,F&B,Amman,Basic,Online,35.84,29.23,29.23,0.0,0.0,True,9242.54,647
M10099,2024-03-01,F&B,Amman,Basic,Online,35.84,0.0,0.0,0.0,29.23,False,0.0,0
M10100,2024-02-01,F&B,Amman,Basic,Bank Partner,37.88,26.64,26.64,0.0,0.0,True,9069.61,1145
M10100,2024-03-01,F&B,Amman,Basic,Bank Partner,37.88,26.64,0.0,0.0,0.0,True,11526.17,901
M10100,2024-04-01,F&B,Amman,Basic,Bank Partner,50JOD,26.64,0.0,0.0,0.0,True,10593.03,748
M10100,2024-05-01,F&B,Amman,Basic,Bank Partner,37.88,26.64,0.0,0.0,0.0,True,8241.66,927
M10100,2024-06-01,F&B,Amman,Basic,Bank Partner,37.88,50.14,0.0,23.5,0.0,True,10251.92,1008
M10100,2024-07-01,F&B,Amman,Basic,Bank Partner,37.88,50.14,0.0,0.0,0.0,True,3016.87,959
M10100,2024-08-01,F&B,Amman,Basic,Bank Partner,37.88,50.14,0.0,0.0,0.0,True,7665.89,696
M10100,2024-09-01,F&B,Amman,Basic,Bank Partner,37.88,50.14,0.0,0.0,0.0,True,5030.82,651
M10100,2024-10-01,F&B,Amman,Basic,Bank Partner,37.88,50.14,0.0,0.0,0.0,True,12084.15,897
M10100,2024-11-01,F&B,Amman,Basic,Bank Partner,37.88,50.14,0.0,0.0,0.0,True,6527.49,754
M10100,2024-12-01,F&B,Amman,Basic,Bank Partner,37.88,0.0,0.0,0.0,50.14,False,0.0,0
M10101,2024-02-01,Retail,Amman,Enterprise,Bank Partner,28.33,340.89,340.89,0.0,0.0,True,2592.81,565
M10101,2024-03-01,Retail,Amman,Enterprise,Bank Partner,28.33,340.89,0.0,0.0,0.0,True,6142.18,717
M10101,2024-04-01,Retail,Amman,Enterprise,Bank Partner,28.33,340.89,0.0,0.0,0.0,True,2004.41,727
M10101,2024-05-01,Retail,Amman,Enterprise,Bank Partner,28.33,340.89,0.0,0.0,0.0,True,5876.04,607
M10101,2024-06-01,Retail,Amman,Enterprise,Bank Partner,2833.0,340.89,0.0,0.0,0.0,True,10849.78,806
M10101,2024-07-01,Retail,Amman,Enterprise,Bank Partner,28.33,340.89,0.0,0.0,0.0,True,3173.91,909
M10101,2024-08-01,Retail,Amman,Enterprise,Bank Partner,28.33,340.89,0.0,0.0,0.0,True,5198.46,946
M10101,2024-09-01,Retail,Amman,Enterprise,Bank Partner,28.33,400.11,0.0,59.21,0.0,True,11880.0,814
M10101,2024-10-01,Retail,Amman,Enterprise,Bank Partner,28.33,400.11,0.0,0.0,0.0,True,8970.16,978
M10101,2024-11-01,Retail,Amman,Enterprise,Bank Partner,28.33,400.11,0.0,0.0,0.0,True,6631.3,481
M10101,2024-12-01,Retail,Amman,Enterprise,Bank Partner,28.33,400.11,0.0,0.0,0.0,True,4473.69,615
M10101,2025-01-01,Retail,Amman,Enterprise,Bank Partner,28.33,431.15,0.0,31.05,0.0,True,4042.16,737
M10102,2024-02-01,F&B,Zaqra,Pro,Bank Partner,18.95,152.16,106.8,45.36,0.0,True,12940.32,915
M10102,2024-03-01,F&B,Amman,Pro,Bank Partner,18.95,152.16,0.0,0.0,0.0,True,13968.64,957
M10102,2024-04-01,F&B,Amman,Pro,Bank Partner,18.95,152.16,0.0,0.0,0.0,True,8958.23,1027
M10102,2024-05-01,F&B,Amman,Pro,Bank Partner,18.95,152.16,0.0,0.0,0.0,True,7685.07,929
M10102,2024-06-01,F&B,Amman,Pro,Bank Partner,18.95,0.0,0.0,0.0,152.16,False,0.0,0
M10103,2024-02-01,Retail,Amman,Enterprise,Bank Partner,32.4,277.94,277.94,0.0,0.0,True,4052.41,580
M10103,2024-03-01,Retail,Amman,Enterprise,Bank Partner,32.4,277.94,0.0,0.0,0.0,True,3743.71,510
M10103,2024-04-01,Retail,Amman,Enterprise,Bank Partner,32.4,277.94,0.0,0.0,0.0,True,2951.2,798
M10103,2024-05-01,Retail,Amman,Enterprise,Bank Partner,32.4,277.94,0.0,0.0,0.0,True,3609.15,782
M10103,2024-06-01,Retail,Amman,Enterprise,Bank Partner,32.4,40.58,0.0,40.58,277.94,False,0.0,0
M10104,2024-02-01,Pharmacy,Amman,Enterprise,Bank Partner,34.83,233.91,233.91,0.0,0.0,True,3015.61,217
M10104,2024-03-01,Pharmacy,Amman,Enterprise,Bank Partner,34.83,233.91,0.0,0.0,0.0,True,2987.75,347
M10104,2024-04-01,Pharmacy,Amman,Enterprise,Bank Partner,34.83,233.91,0.0,0.0,0.0,True,4054.4,354
M10104,2024-05-01,Pharmacy,Amman,Enterprise,Bank Partner,34.83,233.91,0.0,0.0,0.0,True,2657.45,216
M10104,2024-06-01,Pharmacy,Amman,Enterprise,Bank Partner,34.83,233.91,0.0,0.0,0.0,True,3295.88,220
M10104,2024-07-01,Pharmacy,Amman,Enterprise,Bank Partner,34.83,301.55,0.0,67.64,0.0,True,4418.23,322
M10104,2024-08-01,Pharmacy,Amman,Enterprise,Bank Partner,34.83,0.0,0.0,0.0,301.55,False,0.0,0
M10105,2024-02-01,F&B,Zaqra,Basic,Sales Agent,59.01,16.89,16.89,0.0,0.0,True,14130.08,1043
M10105,2024/03/01,F&B,Amman,Basic,Sales Agent,59.01,16.89,0.0,0.0,0.0,True,14021.41,962
M10105,2024-04-01,F&B,Amman,Basic,Sales Agent,59.01,16.89,0.0,0.0,0.0,True,2607.91,836
M10105,2024-05-01,F&B,Amman,Basic,Sales Agent,59.01,16.89,0.0,0.0,0.0,True,5563.13,877
M10105,2024-06-01,F&B,Amman,Basic,Sales Agent,59.01,16.89,0.0,0.0,0.0,True,1612.38,764
M10105,2024-07-01,F&B,Amman,Basic,Sales Agent,59.01,16.89,0.0,0.0,0.0,True,9912.05,839
M10105,2024-08-01,F&B,Amman,Basic,Sales Agent,59.01,16.89,0.0,0.0,0.0,True,5467.33,881
M10105,2024-09-01,F&B,Amman,Basic,Sales Agent,59.01,16.89,0.0,0.0,0.0,True,9401.99,850
M10105,2024-10-01,F&B,Amman,Basic,Sales Agent,59.01,16.89,0.0,0.0,0.0,True,5821.33,780
M10105,2024-11-01,F&B, Amman ,Basic,Sales Agent,59.01,0.0,0.0,0.0,16.89,False,0.0,0
M10106,2024-02-01,Retail,Amman,Basic,Bank Partner,36.43,0.0,16.96,0.0,16.96,False,0.0,0
M10107,2024-02-01,Hospitality,Amman,Pro,Online,56.25,99.48,99.48,0.0,0.0,True,5034.87,374
M10107,2024-03-01,Hospitality,Amman,Pro,Online,56.25,99.48,0.0,0.0,0.0,True,62.52,20
M10107,2024-04-01,Hospitality,Amman,Pro,Online,56.25,99.48,0.0,0.0,0.0,True,775.7,173
M10107,2024-05-01,Hospitality,Amman,Pro,Online,56.25,99.48,0.0,0.0,0.0,True,1450.79,245
M10107,2024-06-01,Hospitality,Amman,Pro,Online,5625.0,99.48,0.0,0.0,0.0,True,522.07,148
M10107,2024-07-01,Hospitality,Amman,Pro,Online,56.25,99.48,0.0,0.0,0.0,True,3451.4,361
M10107,2024-08-01,Hospitality,Amman,Pro,Online,56.25,99.48,0.0,0.0,0.0,True,3424.26,389
M10107,2024-09-01,Hospitality,Amman,Pro,Online,56.25,99.48,0.0,0.0,0.0,True,1697.06,189
M10107,2024/10/01,Hospitality,Amman,Pro,Online,56.25,99.48,0.0,0.0,0.0,True,1529.92,293
M10107,2024-11-01,Hospitality,Amman,Pro,Online,56.25,112.11,0.0,12.64,0.0,True,1424.67,310
M10107,2024-12-01,Hospitality,Amman,Pro,Online,56.25,112.11,0.0,0.0,0.0,True,1318.18,181
M10107,2025-01-01,Hospitality,Amman,Pro,Online,56.25,112.11,0.0,0.0,0.0,True,3665.22,290
M10108,2024-02-01,F&B,Zarqa,Pro,Bank Partner,21.92,62.02,62.02,0.0,0.0,True,8209.55,1116
M10108,2024-03-01,F&B,Zarqa,Pro,Bank Partner,21.92,62.02,0.0,0.0,0.0,True,8467.91,960
M10108,2024-04-01,F&B,Zarqa,Pro,Bank Partner,21.92,62.02,0.0,0.0,0.0,True,2864.52,921
M10108,2024-05-01,F&B,Zarqa,Pro,Bank Partner,21.92,62.02,0.0,0.0,0.0,True,12323.75,1000
M10108,2024-06-01,F&B,Zarqa,Pro,Bank Partner,21.92,62.02,0.0,0.0,0.0,True,11328.5,828
M10108,2024-07-01,F&B,Zarqa,Pro,Bank Partner,21.92,62.02,0.0,0.0,0.0,True,9374.72,712
M10108,2024-08-01,F&B,Zarqa,Pro,Bank Partner,21.92,131.89,0.0,69.87,0.0,True,6199.61,834
M10108,2024-09-01,F&B,Zarqa,Pro,Bank Partner,21.92,131.89,0.0,0.0,0.0,True,3071.36,818
M10108,2024-10-01,F&B,Zarqa,Pro,Bank Partner,21.92,131.89,0.0,0.0,0.0,True,7759.67,663
M10108,2024-11-01,F&B,Zarqa,Pro,Bank Partner,21.92,131.89,0.0,0.0,0.0,True,5115.97,810
M10108,2024-12-01,F&B,Zarqa,Pro,Bank Partner,21.92,131.89,0.0,0.0,0.0,True,10700.11,856
M10108,2025-01-01,F&B,Zarqa,Pro,Bank Partner,21.92,131.89,0.0,0.0,0.0,True,2951.22,795
M10109,2024-02-01,F&B,Irbid,Basic,Sales Agent,99.01,36.47,36.47,0.0,0.0,True,11088.78,1054
M10109,2024-03-01,F&B,Irbid,Basic,Sales Agent,99.01,36.47,0.0,0.0,0.0,True,7286.37,1210
M10109,2024-04-01,F&B,Irbid,Basic,Sales Agent,99.01,0.0,0.0,0.0,36.47,False,0.0,0
M10110,2024-02-01,F&B,Amman,Pro,Online,25.63,76.09,76.09,0.0,0.0,True,12205.36,981
M10110,2024-03-01,F&B,Amman,Pro,Online,25.63,76.09,0.0,0.0,0.0,True,8165.22,770
M10110,2024-04-01,F&B,Amman,Pro,Online,25.63,76.09,0.0,0.0,0.0,True,11351.16,971
M10110,2024-05-01,F&B,Amman,Pro,Online,25.63,76.09,0.0,0.0,0.0,True,5524.25,693
M10110,2024-06-01,F&B,Amman,Pro,Online,25.63,76.09,0.0,0.0,0.0,True,15680.26,1141
M10110,2024-07-01,F&B,Amman,Pro,Online,25.63,98.49,0.0,22.41,0.0,True,12289.29,967
M10110,2024-08-01,F&B,Amman,Pro,Online,25.63,98.49,0.0,0.0,0.0,True,4419.6,884
M10110,2024-09-01,F&B,Amman,Pro,Online,25.63,98.49,0.0,0.0,0.0,True,2376.54,797
M10110,2024-10-01,F&B,Amman,Pro,Online,-20.0,98.49,0.0,0.0,0.0,True,5127.69,803
M10110,2024-11-01,F&B,Amman,Pro,Online,25.63,175.61,0.0,77.12,0.0,True,7353.16,922
M10110,2024-12-01,F&B,Amman,Pro,Online,25.63,175.61,0.0,0.0,0.0,True,7279.81,781
M10110,2025-01-01,F&B,Amman,Pro,Online,50JOD,0.0,0.0,0.0,175.61,False,0.0,0
M10111,2024-02-01,F&B,Irbid,Basic,Sales Agent,52.12,20.95,20.95,0.0,0.0,True,2933.98,845
M10111,2024-03-01,F&B,Irbid,Basic,Sales Agent,52.12,20.95,0.0,0.0,0.0,True,9995.38,923
M10111,2024-04-01,F&B,Irbid,Basic,Sales Agent,52.12,100.42,0.0,79.46,0.0,True,5151.14,898
M10111,2024-05-01,F&B,Irbid,Basic,Sales Agent,52.12,100.42,0.0,0.0,0.0,True,9883.78,1047
M10111,2024-06-01,F&B,Irbid,Basic,Sales Agent,52.12,100.42,0.0,0.0,0.0,True,4951.47,877
M10111,2024-07-01,F&B,Irbid,Basic,Sales Agent,52.12,100.42,0.0,0.0,0.0,True,13898.81,1009
M10111,2024-08-01,F&B,Irbid,Basic,Sales Agent,52.12,100.42,0.0,0.0,0.0,True,11021.17,819
M10111,2024-09-01,F&B,Irbid,Basic,Sales Agent,52.12,100.42,0.0,0.0,0.0,True,3893.01,940
M10111,2024-10-01,F&B,Irbid,Basic,Sales Agent,52.12,100.42,0.0,0.0,0.0,True,11682.53,1009
M10111,2024-11-01,F&B,Irbid,Basic,Sales Agent,52.12,100.42,0.0,0.0,0.0,True,7272.94,880
M10111,2024-12-01,F&B,Irbid,Basic,Sales Agent,52.12,100.42,0.0,0.0,0.0,True,9654.78,841
M10111,2025-01-01,F&B,Irbid,Basic,Sales Agent,52.12,100.42,0.0,0.0,0.0,True,8680.92,948
M10112,2024-02-01,Pharmacy,Zarqa,Basic,Sales Agent,51.05,35.65,35.65,0.0,0.0,True,2093.0,342
M10112,2024-03-01,Pharmacy,Zarqa,Basic,Sales Agent,51.05,35.65,0.0,0.0,0.0,True,962.73,294
M10112,2024-04-01,Pharmacy,Zarqa,Basic,Sales Agent,51.05,0.0,0.0,0.0,35.65,False,0.0,0
M10113,2024-02-01,Hospitality,Amman,Basic,Bank Partner,50JOD,17.76,17.76,0.0,0.0,True,2007.28,263
M10113,2024-03-01,Hospitality,Amman,Basic,Bank Partner,50JOD,17.76,0.0,0.0,0.0,True,177.31,29
M10113,2024-04-01,Hospitality,Amman,Basic,Bank Partner,37.35,0.0,0.0,0.0,17.76,False,0.0,0
M10114,2024-02-01,Retail,Aqaba,Pro,Bank Partner,31.36,50.9,50.9,0.0,0.0,True,2228.28,602
M10114,2024-03-01,Retail,Aqaba,Pro,Bank Partner,31.36,50.9,0.0,0.0,0.0,True,6209.96,751
M10114,2024-04-01,Retail,Aqaba,Pro,Bank Partner,31.36,50.9,0.0,0.0,0.0,True,11469.35,788
M10114,2024-05-01,Retail,Aqaba,Pro,Bank Partner,31.36,50.9,0.0,0.0,0.0,True,6786.41,629
M10114,2024-06-01,Retail,Aqaba,Pro,Bank Partner,3136.0,50.9,0.0,0.0,0.0,True,1973.2,625
M10114,2024-07-01,Retail,Aqaba,Pro,Bank Partner,31.36,50.9,0.0,0.0,0.0,True,3510.18,-1
M10114,2024-08-01,Retail,Aqaba,Pro,Bank Partner,3136.0,50.9,0.0,0.0,0.0,True,2160.24,518
M10114,2024-09-01,Retail,Aqaba,Pro,Bank Partner,31.36,50.9,0.0,0.0,0.0,True,5285.06,540
M10114,2024-10-01,Retail,Aqaba,Pro,Bank Partner,31.36,72.9,0.0,22.01,0.0,True,6048.49,438
M10114,2024-11-01,Retail,Aqaba,Pro,Bank Partner,31.36,0.0,0.0,0.0,72.9,False,0.0,0
M10115,2024-02-01,Hospitality,Other,Pro,Sales Agent,49.13,72.89,72.89,0.0,0.0,True,815.87,278
M10115,2024-03-01,Hospitality,Other,Pro,Sales Agent,-20.0,72.89,0.0,0.0,0.0,True,1014.46,337
M10115,2024-04-01,Hospitality,Other,Pro,Sales Agent,49.13,72.89,0.0,0.0,0.0,True,1018.1,107
M10115,2024-05-01,Hospitality,Other,Pro,Sales Agent,49.13,72.89,0.0,0.0,0.0,True,621.73,202
M10115,2024-06-01,Hospitality,Other,Pro,Sales Agent,49.13,72.89,0.0,0.0,0.0,True,1014.06,225
M10115,2024-07-01,Hospitality,Other,Pro,Sales Agent,49.13,72.89,0.0,0.0,0.0,True,2093.81,384
M10115,2024-08-01,Hospitality,Other,Pro,Sales Agent,49.13,72.89,0.0,0.0,0.0,True,2909.36,204
M10115,2024-09-01,Hospitality, Amman ,Pro,Sales Agent,49.13,72.89,0.0,0.0,0.0,True,133.14,20
M10115,2024-10-01,Hospitality,Other,Pro,Sales Agent,49.13,72.89,0.0,0.0,0.0,True,5086.52,361
M10115,2024-11-01,Hospitality,Other,Pro,Sales Agent,49.13,72.89,0.0,0.0,0.0,True,3262.61,239
M10115,2024-12-01,Hospitality,Other,Pro,Sales Agent,49.13,0.0,0.0,0.0,72.89,False,0.0,0
M10116,2024-02-01,Hospitality,Amman,Basic,Online,37.61,23.0,23.0,0.0,0.0,True,246.61,92
M10116,2024-03-01,Hospitality,Amman,Basic,Online,37.61,23.0,0.0,0.0,0.0,True,4508.93,345
M10116,2024-04-01,Hospitality,Amman,Basic,Online,37.61,23.0,0.0,0.0,0.0,True,704.81,166
M10116,2024-05-01,Hospitality,amman,Basic,Online,37.61,23.0,0.0,0.0,0.0,True,1349.94,135
M10116,2024-06-01,Hospitality,Amman,Basic,Online,37.61,23.0,0.0,0.0,0.0,True,1229.47,489
M10116,2024-07-01,Hospitality,Amman,Basic,Online,3761.0,23.0,0.0,0.0,0.0,True,4274.92,386
M10116,2024-08-01,Hospitality,Amman,Basic,Online,37.61,23.0,0.0,0.0,0.0,True,848.65,231
M10116,2024-09-01,Hospitality,Amman,Basic,Online,37.61,23.0,0.0,0.0,0.0,True,894.16,146
M10116,2024-10-01,Hospitality,Amman,Basic,Online,37.61,23.0,0.0,0.0,0.0,True,4831.36,364
M10116,2024-11-01,Hospitality,Amman,Basic,Online,37.61,0.0,0.0,0.0,23.0,False,0.0,0
M10117,2024-02-01,F&B,Amman,Pro,Sales Agent,76.92,89.64,89.64,0.0,0.0,True,4127.36,830
M10117,2024-03-01,F&B,Amman,Pro,Sales Agent,76.92,0.0,0.0,0.0,89.64,False,0.0,0
M10118,2024-02-01,Hospitality,Aqaba,Basic,Sales Agent,45.01,33.82,33.82,0.0,0.0,True,3500.79,324
M10118,2024-03-01,Hospitality,Aqaba,Basic,Sales Agent,-20.0,33.82,0.0,0.0,0.0,True,178.15,20
M10118,2024-04-01,Hospitality,Aqaba,Basic,Sales Agent,50JOD,33.82,0.0,0.0,0.0,True,309.74,85
M10118,2024-05-01,Hospitality,Aqaba,Basic,Sales Agent,45.01,33.82,0.0,0.0,0.0,True,3874.51,366
M10118,2024-06-01,Hospitality,Aqaba,Basic,Sales Agent,45.01,33.82,0.0,0.0,0.0,True,1282.98,174
M10118,2024-07-01,Hospitality,Aqaba,Basic,Sales Agent,45.01,33.82,0.0,0.0,0.0,True,3132.64,267
M10118,2024-08-01,Hospitality,Aqaba,Basic,Sales Agent,45.01,33.82,0.0,0.0,0.0,True,4344.8,338
M10118,2024-09-01,Hospitality,Aqaba,Basic,Sales Agent,45.01,33.82,0.0,0.0,0.0,True,1948.79,257
M10118,2024-10-01,Hospitality,Aqaba,Basic,Sales Agent,45.01,33.82,0.0,0.0,0.0,True,478.01,155
M10118,2024-11-01,Hospitality,Aqaba,Basic,Sales Agent,45.01,33.82,0.0,0.0,0.0,True,1654.08,155
M10118,2024-12-01,Hospitality,Aqaba,Basic,Sales Agent,45.01,33.82,0.0,0.0,0.0,True,881.18,199
M10118,2025-01-01,Hospitality,Aqaba,Basic,Sales Agent,45.01,33.82,0.0,0.0,0.0,True,1724.85,263
M10119,2024-02-01,Retail,Irbid,Basic,Sales Agent,92.94,0.0,24.42,0.0,24.42,False,0.0,0
M10120,2024-02-01,Hospitality,Amman,Pro,Sales Agent,88.22,66.89,66.89,0.0,0.0,True,785.71,175
M10120,2024-03-01,Hospitality,Amman,Pro,Sales Agent,88.22,66.89,0.0,0.0,0.0,True,1813.55,353
M10120,2024-04-01,Hospitality,Amman,Pro,Sales Agent,88.22,98.62,0.0,31.73,0.0,True,5891.2,407
M10120,2024-05-01,Hospitality,Amman,Pro,Sales Agent,88.22,98.62,0.0,0.0,0.0,True,2313.7,275
M10120,2024-06-01,Hospitality,Amman,Pro,Sales Agent,88.22,177.44,0.0,78.82,0.0,True,1720.12,302
M10120,2024-07-01,Hospitality,Amman,Pro,Sales Agent,88.22,177.44,0.0,0.0,0.0,True,1083.43,139
M10120,2024-08-01,Hospitality,Amman,Pro,Sales Agent,88.22,177.44,0.0,0.0,0.0,True,4814.09,453
M10120,2024-09-01,Hospitality,Amman,Pro,Sales Agent,88.22,177.44,0.0,0.0,0.0,True,207.97,20
M10120,2024-10-01,Hospitality,Amman,Pro,Sales Agent,88.22,177.44,0.0,0.0,0.0,True,960.12,-1
M10120,2024-11-01,Hospitality,Amman,Pro,Sales Agent,88.22,177.44,0.0,0.0,0.0,True,2160.18,161
M10120,2024-12-01,Hospitality,Amman,Pro,Sales Agent,88.22,177.44,0.0,0.0,0.0,True,103.14,29
M10120,2025-01-01,Hospitality,Amman,Pro,Sales Agent,88.22,177.44,0.0,0.0,0.0,True,273.9,20
M10121,2024-02-01,Hospitality,Amman,Enterprise,Bank Partner,27.63,564.33,564.33,0.0,0.0,True,1407.21,380
M10121,2024-03-01,Hospitality,Amman,Enterprise,Bank Partner,27.63,564.33,0.0,0.0,0.0,True,2811.5,332
M10121,2024-04-01,Hospitality,Amman,Enterprise,Bank Partner,27.63,564.33,0.0,0.0,0.0,True,1333.36,132
M10121,2024-05-01,Hospitality,Amman,Enterprise,Bank Partner,-20.0,607.11,0.0,42.78,0.0,True,189.23,20
M10121,2024-06-01,Hospitality,Amman,Enterprise,Bank Partner,2763.0,607.11,0.0,0.0,0.0,True,1780.01,149
M10121,2024-07-01,Hospitality,Amman,Enterprise,Bank Partner,27.63,607.11,0.0,0.0,0.0,True,4128.43,396
M10121,2024-08-01,Hospitality,Amman,Enterprise,Bank Partner,27.63,661.16,0.0,54.05,0.0,True,582.34,183
M10121,2024-09-01,Hospitality,Amman,Enterprise,Bank Partner,27.63,661.16,0.0,0.0,0.0,True,799.86,219
M10121,2024-10-01,Hospitality,Amman,Enterprise,Bank Partner,27.63,661.16,0.0,0.0,0.0,True,633.63,299
M10121,2024-11-01,Hospitality,Amman,Enterprise,Bank Partner,27.63,661.16,0.0,0.0,0.0,True,2154.43,216
M10121,2024-12-01,Hospitality,Zaqra,Enterprise,Bank Partner,27.63,661.16,0.0,0.0,0.0,True,2545.61,224
M10121,2025-01-01,Hospitality,Amman,Enterprise,Bank Partner,50JOD,661.16,0.0,0.0,0.0,True,1642.1,366
M10122,2024-02-01,F&B,Amman,Pro,Sales Agent,98.03,86.2,86.2,0.0,0.0,True,8698.76,922
M10122,2024-03-01,F&B,Amman,Pro,Sales Agent,98.03,86.2,0.0,0.0,0.0,True,7601.1,850
M10122,2024-04-01,F&B,Amman,Pro,Sales Agent,98.03,86.2,0.0,0.0,0.0,True,4526.39,806
M10122,2024-05-01,F&B,Amman,Pro,Sales Agent,98.03,86.2,0.0,0.0,0.0,True,5084.51,896
M10122,2024-06-01,F&B,Amman,Pro,Sales Agent,98.03,86.2,0.0,0.0,0.0,True,10359.7,893
M10122,2024-07-01,F&B,Amman,Pro,Sales Agent,98.03,86.2,0.0,0.0,0.0,True,8012.57,749
M10122,2024-08-01,F&B,Amman,Pro,Sales Agent,98.03,86.2,0.0,0.0,0.0,True,5126.94,942
M10122,2024-09-01,F&B,Amman,Pro,Sales Agent,98.03,86.2,0.0,0.0,0.0,True,9947.04,843
M10122,2024-10-01,F&B,Amman,Pro,Sales Agent,98.03,86.2,0.0,0.0,0.0,True,3552.56,1060
M10122,2024-11-01,F&B,Amman,Pro,Sales Agent,98.03,86.2,0.0,0.0,0.0,True,5343.58,969
M10122,2024-12-01,F&B,Amman,Pro,Sales Agent,98.03,86.2,0.0,0.0,0.0,True,6381.13,668
M10122,2025-01-01,F&B,Amman,Pro,Sales Agent,98.03,86.2,0.0,0.0,0.0,True,8673.23,852
M10123,2024-02-01,F&B,Amman,Pro,Online,36.71,98.95,98.95,0.0,0.0,True,4783.69,884
M10123,2024-03-01,F&B,Amman,Pro,Online,36.71,98.95,0.0,0.0,0.0,True,14002.32,1035
M10123,2024-04-01,F&B,Amman,Pro,Online,36.71,98.95,0.0,0.0,0.0,True,13298.48,893
M10123,2024-05-01,F&B,Amman,Pro,Online,36.71,98.95,0.0,0.0,0.0,True,6721.29,789
M10123,2024-06-01,F&B,Amman,Pro,Online,36.71,98.95,0.0,0.0,0.0,True,4880.89,983
M10123,2024-07-01,F&B,Amman,Pro,Online,36.71,98.95,0.0,0.0,0.0,True,6834.93,985
M10123,2024-08-01,F&B,Amman,Pro,Online,36.71,98.95,0.0,0.0,0.0,True,7048.28,823
M10123,2024-09-01,F&B,Amman,Pro,Online,36.71,98.95,0.0,0.0,0.0,True,11195.09,1238
M10123,2024-10-01,F&B,Amman,Pro,Online,36.71,98.95,0.0,0.0,0.0,True,6860.27,785
M10123,2024-11-01,F&B,Amman,Pro,Online,36.71,98.95,0.0,0.0,0.0,True,3763.65,858
M10123,2024-12-01,F&B,Amman,Pro,Online,36.71,98.95,0.0,0.0,0.0,True,8328.72,1050
M10123,2025-01-01,F&B,Amman,Pro,Online,3671.0,98.95,0.0,0.0,0.0,True,7239.52,840
M10124,2024-02-01,F&B,Zarqa,Pro,Bank Partner,-20.0,60.32,60.32,0.0,0.0,True,12944.59,934
M10124,2024-03-01,F&B, Amman ,Pro,Bank Partner,39.6,60.32,0.0,0.0,0.0,True,3398.68,916
M10124,2024-04-01,F&B,amman,Pro,Bank Partner,39.6,60.32,0.0,0.0,0.0,True,6820.98,880
M10124,2024-05-01,F&B,Zarqa,Pro,Bank Partner,39.6,106.11,0.0,45.79,0.0,True,7306.57,896
M10124,2024-06-01,F&B,Zarqa,Pro,Bank Partner,39.6,106.11,0.0,0.0,0.0,True,10210.62,807
M10124,2024-07-01,F&B,Zarqa,Pro,Bank Partner,39.6,106.11,0.0,0.0,0.0,True,10047.35,1127
M10124,2024-08-01,F&B,Zarqa,Pro,Bank Partner,39.6,0.0,0.0,0.0,106.11,False,0.0,0
M10125,2024-02-01,Retail,Amman,Pro,Sales Agent,80.08,96.8,96.8,0.0,0.0,True,10317.61,743
M10125,2024-03-01,Retail,Amman,Pro,Sales Agent,80.08,96.8,0.0,0.0,0.0,True,4552.44,738
